total_test_patients,eligible_patients,successful_counterfactual_patients,no_feasible_counterfactual,success_feasibility_rate,average_counterfactuals_per_successful_patient,average_number_changed_features,average_runtime,failure_reason_distribution,integrity
82,82,0,0,0.0,0.0,0.0,0.959297880489896,"{""NO_VALID_CANDIDATE"": 82}","{""all_attempted_patients_recorded"": true, ""failed_cases_preserved"": true, ""no_test_set_tuning_performed"": true, ""patient_id_excluded_from_model_features"": true, ""successful_output_contains_only_valid_counterfactuals"": true}"
