total_test_patients,eligible_patients,attempted_patients,successful_counterfactual_patients,failed_patients,no_feasible_counterfactual,feasibility_rate,prediction_flip_rate,average_pareto_solutions,average_feasible_solutions,average_counterfactuals_per_successful_patient,average_number_changed_features,average_runtime,failure_reason_distribution,integrity
82,82,82,0,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22609878293161917,"{""NO_VALID_CANDIDATE"": 82}","{""all_attempted_patients_recorded"": true, ""failed_cases_preserved"": true, ""no_test_set_tuning_performed"": true, ""patient_id_excluded_from_model_features"": true, ""successful_output_contains_only_valid_counterfactuals"": true}"
